City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
290,Cabedelo,BR,2021-01-12 15:18:50,-6.9811,-34.8339,84.2,70,75,12.66
291,Constitucion,CL,2021-01-12 15:18:50,-35.3333,-72.4167,67.33,34,0,9.37
292,Tignere,CM,2021-01-12 15:18:50,7.3667,12.65,86.86,13,0,6.42
293,Goderich,CA,2021-01-12 15:18:51,43.7501,-81.7165,30.2,93,100,5.75
294,Jardim,BR,2021-01-12 15:18:51,-21.4803,-56.1381,96.24,37,27,6.49
295,Necochea,AR,2021-01-12 15:18:51,-38.5473,-58.7368,71.04,27,0,9.06
296,Katangli,RU,2021-01-12 15:18:51,51.7102,143.2326,-6.23,89,0,3.31
297,Longyearbyen,SJ,2021-01-12 15:18:51,78.2186,15.6401,23.0,80,90,3.44
298,Inhambane,MZ,2021-01-12 15:16:18,-23.865,35.3833,89.6,62,20,4.61
299,Namibe,AO,2021-01-12 15:18:52,-15.1961,12.1522,77.38,61,50,13.85
300,Tiksi,RU,2021-01-12 15:18:52,71.6872,128.8694,-34.2,82,100,7.2
301,Dhandhuka,IN,2021-01-12 15:18:52,22.3667,71.9833,69.82,35,0,11.07
302,Candolim,IN,2021-01-12 15:18:52,15.5181,73.7626,82.4,65,40,4.61
303,Dudinka,RU,2021-01-12 15:14:05,69.4058,86.1778,5.34,95,100,9.57
304,Jesup,US,2021-01-12 15:18:52,31.6074,-81.8854,48.2,87,90,6.38
305,Nantucket,US,2021-01-12 15:15:02,41.2835,-70.0995,39.2,65,1,13.8
306,Dakar,SN,2021-01-12 15:18:53,14.6937,-17.4441,71.6,60,0,13.8
307,Liling,CN,2021-01-12 15:18:53,27.6667,113.5,39.2,60,0,4.47
308,Seoul,KR,2021-01-12 15:18:53,37.5683,126.9778,28.4,100,80,5.75
309,Kamaishi,JP,2021-01-12 15:18:53,39.2667,141.8833,36.0,83,39,7.11
310,Kalanguy,RU,2021-01-12 15:18:53,51.0167,116.5167,-9.18,89,92,3.09
311,Mehran,IR,2021-01-12 15:18:54,33.1222,46.1646,50.0,32,0,7.72
312,Xuddur,SO,2021-01-12 15:18:54,4.1213,43.8894,85.59,21,52,12.41
313,Salto,UY,2021-01-12 15:14:40,-31.3833,-57.9667,71.6,78,75,12.66
314,Sitka,US,2021-01-12 15:18:54,57.0531,-135.33,42.8,70,90,9.22
315,Elat,IL,2021-01-12 15:18:54,29.5581,34.9482,77.0,44,0,4.61
316,Bandarbeyla,SO,2021-01-12 15:18:54,9.4942,50.8122,74.05,72,7,25.79
317,Labrea,BR,2021-01-12 15:18:55,-7.2586,-64.7981,88.97,54,99,3.74
318,Bahia Honda,CU,2021-01-12 15:18:55,22.9036,-83.1592,71.4,90,100,7.7
319,Tura,IN,2021-01-12 15:18:55,25.5198,90.2201,58.68,48,0,1.74
320,Mirnyy,RU,2021-01-12 15:18:55,62.5353,113.9611,-34.73,83,87,4.7
321,Nishihara,JP,2021-01-12 15:18:55,26.1842,127.7558,55.4,57,40,6.91
322,Mahon,ES,2021-01-12 15:18:56,39.8885,4.2658,51.8,62,20,11.5
323,Zhuanghe,CN,2021-01-12 15:18:56,39.7008,122.9911,21.99,71,19,5.46
324,Shitanjing,CN,2021-01-12 15:18:56,39.2342,106.3439,25.54,62,0,26.91
325,Anloga,GH,2021-01-12 15:18:56,5.7947,0.8973,89.6,55,20,13.8
326,Varazdin,HR,2021-01-12 15:18:56,46.3044,16.3378,33.01,48,99,4.0
327,Leninskiy,RU,2021-01-12 15:18:56,54.2781,37.4558,9.45,96,85,4.85
328,Rio Verde De Mato Grosso,BR,2021-01-12 15:18:57,-18.9181,-54.8442,92.8,43,74,6.62
329,Khatanga,RU,2021-01-12 15:18:57,71.9667,102.5,-22.83,88,100,2.84
330,Zemio,CF,2021-01-12 15:18:57,5.0314,25.1361,95.97,14,0,2.84
331,Isabela,PH,2021-01-12 15:18:57,6.7085,121.9711,77.0,94,90,2.3
332,Saint Andrews,US,2021-01-12 15:18:57,34.0454,-81.1293,45.0,87,90,3.44
333,Egvekinot,RU,2021-01-12 15:18:57,66.3167,-179.1667,-11.76,86,100,14.92
334,Bac Lieu,VN,2021-01-12 15:18:57,9.285,105.7244,74.57,76,0,11.79
335,Arshan,RU,2021-01-12 15:18:58,46.2732,44.22,28.4,100,90,11.18
336,Ponta Do Sol,PT,2021-01-12 15:18:58,32.6667,-17.1,60.8,55,75,11.5
337,Fort Beaufort,ZA,2021-01-12 15:18:58,-32.7748,26.6338,80.11,67,35,17.76
338,Souillac,MU,2021-01-12 15:18:58,-20.5167,57.5167,80.6,89,40,17.27
339,Antofagasta,CL,2021-01-12 15:15:17,-23.65,-70.4,73.0,68,20,12.66
340,Katsuura,JP,2021-01-12 15:14:12,35.1333,140.3,39.2,81,75,8.05
341,Portoferraio,IT,2021-01-12 15:18:59,42.8115,10.3146,48.0,76,0,8.05
342,Vilyuysk,RU,2021-01-12 15:18:59,63.7553,121.6247,-42.74,80,95,2.39
343,Raymond,US,2021-01-12 15:18:59,43.9015,-70.4703,32.0,76,22,2.64
344,Tual,ID,2021-01-12 15:18:59,-5.6667,132.75,84.25,77,99,6.67
345,Kindu,CD,2021-01-12 15:18:59,-2.95,25.95,79.29,86,100,3.49
346,Yertarskiy,RU,2021-01-12 15:19:00,56.7902,64.2995,-12.44,88,100,6.44
347,Mezen,RU,2021-01-12 15:19:00,65.8522,44.24,-11.33,85,14,2.44
348,Buala,SB,2021-01-12 15:19:00,-8.145,159.5921,77.94,86,100,4.72
349,Bathsheba,BB,2021-01-12 15:19:00,13.2167,-59.5167,84.2,65,40,17.27
350,Pasighat,IN,2021-01-12 15:19:00,28.0667,95.3333,63.3,68,97,2.37
351,Shenzhen,CN,2021-01-12 15:14:23,22.5455,114.0683,52.0,45,25,6.69
352,Buraydah,SA,2021-01-12 15:19:01,26.326,43.975,60.8,44,0,5.75
353,Thanh Hoa,VN,2021-01-12 15:19:01,19.8,105.7667,59.52,34,99,2.55
354,Capitao Poco,BR,2021-01-12 15:19:01,-1.7464,-47.0594,84.83,72,3,6.15
355,Faya,SA,2021-01-12 15:19:01,18.3851,42.4509,53.6,71,75,9.22
356,Yinchuan,CN,2021-01-12 15:19:01,38.4681,106.2731,29.03,60,12,15.19
357,Yucca Valley,US,2021-01-12 15:14:35,34.1142,-116.4322,37.99,37,27,3.0
358,Radomsko,PL,2021-01-12 15:19:01,51.0671,19.4448,30.0,66,100,15.9
359,Bilibino,RU,2021-01-12 15:19:02,68.0546,166.4372,-25.71,78,30,5.06
360,Howard Springs,AU,2021-01-12 15:19:02,-12.497,131.047,77.0,88,75,10.36
361,Zilair,RU,2021-01-12 15:19:02,52.2332,57.4392,-8.72,91,100,2.48
362,Sechura,PE,2021-01-12 15:19:02,-5.5569,-80.8222,78.53,58,0,9.6
363,Kuybysheve,UA,2021-01-12 15:19:03,47.358,36.6491,25.54,95,99,12.06
364,Ypsonas,CY,2021-01-12 15:19:03,34.6884,32.9574,66.99,82,0,11.5
365,Pedernales,DO,2021-01-12 15:19:03,18.0384,-71.744,81.72,56,100,0.11
366,Sao Jose Do Belmonte,BR,2021-01-12 15:19:03,-7.8614,-38.7597,83.48,62,98,5.7
367,Ndele,CF,2021-01-12 15:19:03,8.4109,20.6473,96.13,9,99,4.65
368,Revyakino,RU,2021-01-12 15:19:04,54.3669,37.6589,7.97,96,84,4.88
369,Vardo,NO,2021-01-12 15:19:04,70.3705,31.1107,12.2,73,0,27.63
370,Aswan,EG,2021-01-12 15:19:04,24.0934,32.907,80.8,22,0,10.36
371,Vancouver,CA,2021-01-12 15:14:23,49.2497,-123.1193,46.99,100,90,13.8
372,Ngunguru,NZ,2021-01-12 15:19:04,-35.6167,174.5,63.0,93,48,1.99
373,Moose Factory,CA,2021-01-12 15:19:04,51.2585,-80.6094,24.8,86,90,13.8
374,Kruisfontein,ZA,2021-01-12 15:19:04,-34.0033,24.7314,72.0,88,99,3.0
375,Alibag,IN,2021-01-12 15:19:05,18.6411,72.8792,84.2,65,20,5.75
376,Oistins,BB,2021-01-12 15:19:05,13.0667,-59.5333,84.2,65,40,17.27
377,Tocopilla,CL,2021-01-12 15:19:05,-22.092,-70.1979,72.55,56,42,8.61
378,Sibu,MY,2021-01-12 15:19:05,2.3,111.8167,77.0,94,40,1.14
379,Walvis Bay,NA,2021-01-12 15:19:05,-22.9575,14.5053,77.0,53,89,9.22
380,Beni Suef,EG,2021-01-12 15:19:05,29.0731,31.0979,74.07,24,100,5.73
381,Davila,PH,2021-01-12 15:19:06,18.4726,120.5763,71.6,78,20,12.66
382,Oktyabrskiy,RU,2021-01-12 15:19:06,54.4815,53.471,-11.0,89,77,4.07
383,Nuuk,GL,2021-01-12 15:19:06,64.1835,-51.7216,23.0,93,75,10.36
384,Farafangana,MG,2021-01-12 15:19:06,-22.8167,47.8333,80.44,77,0,8.55
385,Touba,CI,2021-01-12 15:19:06,8.2833,-7.6833,95.09,21,0,7.52
386,Krasnyy Kut,RU,2021-01-12 15:19:06,50.95,46.9667,17.6,97,93,7.05
387,Portland,US,2021-01-12 15:18:08,45.5234,-122.6762,55.4,88,90,17.27
388,Escalerillas,MX,2021-01-12 15:19:07,22.1333,-101.0667,39.2,93,90,3.56
389,Nova Russas,BR,2021-01-12 15:19:07,-4.7067,-40.5631,89.62,47,100,4.59
390,Coihaique,CL,2021-01-12 15:17:47,-45.5752,-72.0662,55.4,54,75,5.75
391,Yerbogachen,RU,2021-01-12 15:19:07,61.2767,108.0108,-34.04,82,88,5.64
392,Porto Belo,BR,2021-01-12 15:19:07,-27.1578,-48.5531,91.0,74,40,8.05
393,Tunceli,TR,2021-01-12 15:19:07,39.1083,39.5471,46.4,93,75,1.92
394,Rabo De Peixe,PT,2021-01-12 15:19:07,37.8,-25.5833,60.8,94,75,11.5
395,Kemin,KG,2021-01-12 15:19:08,42.7846,75.6892,27.41,84,100,1.14
396,Kabansk,RU,2021-01-12 15:19:08,52.0486,106.6528,-5.8,59,40,4.47
397,Waitati,NZ,2021-01-12 15:19:08,-45.75,170.5667,57.99,91,16,1.99
398,Jinchang,CN,2021-01-12 15:19:08,38.4953,102.1739,23.79,63,0,2.8
399,Issoudun,FR,2021-01-12 15:19:08,47.0,1.8333,48.2,100,90,17.27
400,Traralgon,AU,2021-01-12 15:19:09,-38.1833,146.5333,59.0,85,2,1.99
401,Cap Malheureux,MU,2021-01-12 15:19:09,-19.9842,57.6142,80.01,85,80,5.01
402,Zangakatun,AM,2021-01-12 15:19:09,39.8212,45.0406,28.4,80,3,2.75
403,Morrope,PE,2021-01-12 15:19:09,-6.5417,-80.0111,78.8,57,0,10.36
404,Bam,IR,2021-01-12 15:19:09,29.106,58.357,49.5,31,0,1.92
405,Trincomalee,LK,2021-01-12 15:16:44,8.5711,81.2335,80.8,84,99,20.22
406,Madras,IN,2021-01-12 15:15:12,13.0878,80.2785,80.6,83,40,5.75
407,Charleston,US,2021-01-12 15:17:47,32.7766,-79.9309,48.2,93,90,9.22
408,Sanmenxia,CN,2021-01-12 15:19:10,34.7747,111.1814,38.66,58,0,2.35
409,Hirara,JP,2021-01-12 15:19:10,24.8,125.2833,58.71,62,0,17.96
410,Puerto Baquerizo Moreno,EC,2021-01-12 15:19:10,-0.9,-89.6,77.0,88,75,16.11
411,Pandan,PH,2021-01-12 15:19:10,14.0453,124.1694,76.24,77,100,17.22
412,Haines Junction,CA,2021-01-12 15:19:10,60.7522,-137.5108,8.6,92,100,1.14
413,Zhob,PK,2021-01-12 15:19:10,31.3411,69.4481,48.85,38,0,3.38
414,Bella Vista,US,2021-01-12 15:15:52,36.4295,-94.2316,33.8,93,1,6.91
415,Craig,US,2021-01-12 15:19:11,40.5153,-107.5464,6.8,77,1,3.65
416,Roros,NO,2021-01-12 15:19:11,62.5747,11.3842,21.2,73,75,10.36
417,Huainan,CN,2021-01-12 15:19:11,32.6264,116.9969,38.61,71,0,9.13
418,Mimongo,GA,2021-01-12 15:19:12,-1.6195,11.6068,77.92,85,57,4.05
419,Soyo,AO,2021-01-12 15:19:12,-6.1349,12.3689,86.0,70,20,8.05
420,Kitimat,CA,2021-01-12 15:19:12,54.0524,-128.6534,34.0,96,100,2.62
421,Aklavik,CA,2021-01-12 15:19:12,68.2191,-135.0107,5.0,85,100,1.14
422,Nizhniy Kuranakh,RU,2021-01-12 15:19:12,58.8353,125.4869,-25.55,84,99,0.67
423,Heihe,CN,2021-01-12 15:19:12,50.2441,127.4902,-11.2,84,40,2.24
424,Makakilo City,US,2021-01-12 15:19:13,21.3469,-158.0858,71.6,77,1,5.86
425,Camopi,GF,2021-01-12 15:19:13,3.1655,-52.3158,79.36,91,94,4.16
426,Piranshahr,IR,2021-01-12 15:19:13,36.701,45.1413,40.87,65,0,0.94
427,Port Lincoln,AU,2021-01-12 15:19:13,-34.7333,135.8667,61.57,80,69,10.58
428,Kenai,US,2021-01-12 15:19:13,60.5544,-151.2583,28.4,69,1,13.8
429,Demirci,TR,2021-01-12 15:19:13,39.0461,28.6589,59.0,10,61,58.0
430,Mazagao,BR,2021-01-12 15:19:14,-0.115,-51.2894,93.2,62,40,11.5
431,Ramjibanpur,IN,2021-01-12 15:19:14,22.8333,87.6167,68.05,41,0,4.05
432,Pustoshka,RU,2021-01-12 15:19:14,56.3355,29.369,25.39,96,100,11.61
433,Chulucanas,PE,2021-01-12 15:19:14,-5.0925,-80.1625,82.36,50,51,3.11
434,Hofn,IS,2021-01-12 15:19:15,64.2539,-15.2082,30.78,86,1,7.54
435,Turukhansk,RU,2021-01-12 15:19:15,65.8167,87.9833,-22.16,87,86,0.58
436,Uige,AO,2021-01-12 15:19:15,-7.6087,15.0613,86.0,45,20,11.5
437,Nevelsk,RU,2021-01-12 15:19:16,46.6733,141.8633,15.8,92,75,4.47
438,Aban,RU,2021-01-12 15:19:16,56.67,96.06,-13.49,90,100,3.78
439,Teya,RU,2021-01-12 15:19:16,60.3778,92.6267,-25.58,82,86,2.26
440,Jutai,BR,2021-01-12 15:19:16,-5.1833,-68.9,78.04,84,95,1.45
441,At-Bashi,KG,2021-01-12 15:19:16,41.1702,75.8106,13.84,57,49,1.92
442,Luganville,VU,2021-01-12 15:19:17,-15.5333,167.1667,79.47,77,98,2.73
443,Salalah,OM,2021-01-12 15:19:17,17.0151,54.0924,78.8,14,0,14.97
444,Christchurch,NZ,2021-01-12 15:15:25,-43.5333,172.6333,62.01,94,90,8.05
445,Shelburne,CA,2021-01-12 15:19:17,44.0787,-80.2041,28.0,98,97,9.91
446,Brenes,ES,2021-01-12 15:19:17,37.5494,-5.8714,54.0,54,0,4.61
447,Aquiraz,BR,2021-01-12 15:16:15,-3.9014,-38.3911,86.0,62,40,13.8
448,Halifax,CA,2021-01-12 15:19:18,44.6453,-63.5724,41.0,81,90,9.22
449,Torbat-E Jam,IR,2021-01-12 15:19:18,35.244,60.6225,40.84,56,0,2.71
450,Zaysan,KZ,2021-01-12 15:19:18,47.4667,84.8667,15.26,94,100,3.83
451,Iskateley,RU,2021-01-12 15:19:18,67.6803,53.1512,-8.63,81,0,6.71
452,Kavieng,PG,2021-01-12 15:19:18,-2.5744,150.7967,82.72,78,21,16.64
453,Saint-Augustin,CA,2021-01-12 15:19:18,51.226,-58.6502,16.0,81,20,6.35
454,Dingle,PH,2021-01-12 15:19:18,10.9995,122.6711,73.13,86,100,10.4
455,Aplahoue,BJ,2021-01-12 15:19:19,6.9333,1.6833,97.03,25,47,3.15
456,Tombouctou,ML,2021-01-12 15:19:19,20.0,-3.0,80.15,16,49,14.65
457,Charlestown,AU,2021-01-12 15:17:57,-32.95,151.6667,71.01,89,24,2.64
458,Aykhal,RU,2021-01-12 15:19:19,66.0,111.5,-21.93,84,100,3.56
459,Saint Anthony,US,2021-01-12 15:19:19,45.0205,-93.218,21.99,93,90,4.61
460,Kangaatsiaq,GL,2021-01-12 15:19:19,68.3065,-53.4641,18.37,95,100,6.8
461,Jaguaribe,BR,2021-01-12 15:19:20,-5.8906,-38.6219,88.88,47,100,4.5
462,Pervomayskoye,RU,2021-01-12 15:19:20,43.919,46.7102,38.14,87,100,14.07
463,Shakhtinsk,KZ,2021-01-12 15:19:20,49.71,72.5872,1.4,78,90,29.08
464,Wakkanai,JP,2021-01-12 15:19:20,45.4094,141.6739,28.17,93,100,18.57
465,Kajaani,FI,2021-01-12 15:19:20,64.2273,27.7285,-2.2,78,100,11.5
466,San Ramon,US,2021-01-12 15:18:13,37.7799,-121.978,50.0,87,1,4.61
467,Benalla,AU,2021-01-12 15:19:21,-36.55,145.9833,60.01,77,0,4.61
468,San Cristobal,VE,2021-01-12 15:19:21,7.7669,-72.225,78.8,83,40,9.22
469,Namatanai,PG,2021-01-12 15:19:21,-3.6667,152.4333,80.64,80,41,12.24
470,Mandalgovi,MN,2021-01-12 15:19:21,45.7625,106.2708,1.27,88,0,10.78
471,Mushie,CD,2021-01-12 15:19:21,-3.0167,16.9,90.68,48,7,1.07
472,Sao Filipe,CV,2021-01-12 15:19:21,14.8961,-24.4956,70.9,69,18,12.48
473,Tilichiki,RU,2021-01-12 15:19:22,60.4667,166.1,-21.17,85,100,9.04
474,Talnakh,RU,2021-01-12 15:19:22,69.4865,88.3972,-15.2,88,100,10.71
475,Pangai,TO,2021-01-12 15:19:22,-19.8,-174.35,80.29,82,100,11.59
476,Predivinsk,RU,2021-01-12 15:19:22,57.0669,93.4378,-14.4,88,100,2.95
477,Muriwai Beach,NZ,2021-01-12 15:19:22,-36.8167,174.45,66.99,89,47,1.99
478,Conceicao Do Mato Dentro,BR,2021-01-12 15:19:23,-19.0372,-43.425,78.48,72,90,4.52
479,Lorengau,PG,2021-01-12 15:19:23,-2.0226,147.2712,81.99,81,98,9.28
480,Anadyr,RU,2021-01-12 15:19:23,64.75,177.4833,-20.0,76,100,11.18
481,Dossor,KZ,2021-01-12 15:19:23,47.5272,52.9811,15.87,95,2,6.89
482,Narsaq,GL,2021-01-12 15:19:23,60.9167,-46.05,44.6,33,75,13.8
483,Pingshan,CN,2021-01-12 15:19:23,22.9938,114.7131,50.0,39,3,1.99
484,Trutnov,CZ,2021-01-12 15:19:24,50.561,15.9127,32.0,74,100,13.0
485,Fuzhou,CN,2021-01-12 15:19:24,26.0614,119.3061,42.8,52,0,2.24
486,East London,ZA,2021-01-12 15:19:24,-33.0153,27.9116,73.4,88,90,10.36
487,Port Augusta,AU,2021-01-12 15:19:24,-32.5,137.7667,66.2,77,0,11.5
488,Daru,PG,2021-01-12 15:19:25,-9.0763,143.2092,81.19,83,38,4.25
489,Resistencia,AR,2021-01-12 15:17:02,-27.4606,-58.9839,71.01,100,90,16.11
490,Porto-Vecchio,FR,2021-01-12 15:19:25,41.591,9.2795,51.8,46,0,16.11
491,Eresos,GR,2021-01-12 15:19:25,39.1667,25.9333,64.99,82,40,29.93
492,Angoram,PG,2021-01-12 15:19:25,-4.0625,144.0661,75.83,93,91,1.66
493,Mumford,GH,2021-01-12 15:19:25,5.2618,-0.759,83.07,73,9,14.2
494,Raga,SS,2021-01-12 15:19:25,8.4596,25.678,92.97,13,31,2.59
495,Davenda,RU,2021-01-12 15:19:26,53.5556,119.317,-13.56,86,100,3.62
496,Salihorsk,BY,2021-01-12 15:19:26,52.7876,27.5415,24.33,97,95,10.04
497,Alyangula,AU,2021-01-12 15:19:26,-13.8483,136.4192,77.0,100,14,7.87
498,Basco,PH,2021-01-12 15:19:26,20.4487,121.9702,67.08,82,82,30.82
499,Kloulklubed,PW,2021-01-12 15:19:26,7.0419,134.2556,77.0,94,90,4.61
500,Nipawin,CA,2021-01-12 15:19:26,53.3668,-104.0009,23.0,80,1,17.27
501,Flin Flon,CA,2021-01-12 15:19:27,54.7682,-101.865,19.4,86,20,6.91
502,Vanavara,RU,2021-01-12 15:19:27,60.34,102.2797,-28.41,85,100,3.94
503,Marion,US,2021-01-12 15:15:28,39.7684,-86.1555,28.99,86,75,6.91
504,Kailua,US,2021-01-12 15:19:27,21.4022,-157.7394,71.6,88,20,8.66
505,Kouango,CF,2021-01-12 15:19:27,4.9934,19.9619,101.88,10,0,1.28
506,Mount Isa,AU,2021-01-12 15:19:28,-20.7333,139.5,84.2,58,90,9.22
507,Werl,DE,2021-01-12 15:19:28,51.55,7.9167,41.0,82,60,1.01
508,Berlevag,NO,2021-01-12 15:19:28,70.8578,29.0864,12.2,67,0,26.46
509,Ellsworth,US,2021-01-12 15:16:57,44.5434,-68.4195,30.99,93,90,2.71
510,Nouadhibou,MR,2021-01-12 15:19:28,20.931,-17.0347,73.4,38,0,16.11
511,Dolinsk,RU,2021-01-12 15:19:28,47.35,142.8,15.8,92,75,4.47
512,Praia,CV,2021-01-12 15:19:28,14.9215,-23.5087,77.0,57,75,21.85
513,Kieta,PG,2021-01-12 15:19:29,-6.2167,155.6333,78.39,80,99,3.29
514,Kandrian,PG,2021-01-12 15:19:29,-6.2167,149.55,78.89,86,91,6.42
515,Sambava,MG,2021-01-12 15:19:29,-14.2667,50.1667,81.88,73,2,2.01
516,Palmer,US,2021-01-12 15:19:29,42.1584,-72.3287,32.0,93,75,5.7
517,Shimoda,JP,2021-01-12 15:19:29,34.6667,138.95,43.9,71,1,15.73
518,Enshi,CN,2021-01-12 15:19:29,30.3,109.4833,37.47,72,0,0.22
519,Udimskiy,RU,2021-01-12 15:19:29,61.1417,45.9144,-13.7,89,55,6.04
520,Mahibadhoo,MV,2021-01-12 15:19:30,3.7833,72.9667,78.01,77,100,30.87
521,Sovetskiy,RU,2021-01-12 15:19:30,61.3614,63.5842,-17.48,87,21,3.4
522,Linqing,CN,2021-01-12 15:19:30,36.8456,115.7117,39.81,53,0,10.87
523,Dekar,BW,2021-01-12 15:19:30,-21.5333,21.9333,85.39,45,18,8.81
524,Beyneu,KZ,2021-01-12 15:19:30,45.3167,55.2,25.92,94,64,5.01
525,Lasa,IT,2021-01-12 15:19:30,46.6166,10.7002,30.2,80,90,3.44
526,Lima,PE,2021-01-12 15:18:16,-12.0432,-77.0282,71.6,78,90,5.75
527,Kamenka,RU,2021-01-12 15:19:31,51.3223,42.7678,21.99,85,64,2.89
528,Camana,PE,2021-01-12 15:19:31,-16.6228,-72.7111,73.81,67,96,9.44
529,Morondava,MG,2021-01-12 15:19:31,-20.2833,44.2833,87.19,67,1,9.69
530,Medvedka,RU,2021-01-12 15:19:31,61.1629,46.387,-13.02,89,70,4.59
531,Peniche,PT,2021-01-12 15:19:31,39.3558,-9.3811,54.0,41,0,5.99
532,Kotido,UG,2021-01-12 15:19:32,2.9806,34.1331,85.24,26,48,13.06
533,Havre,FR,2021-01-12 15:19:32,49.5833,0.3333,48.2,100,90,17.27
534,Kuala Pilah,MY,2021-01-12 15:17:33,2.7389,102.2487,80.01,83,20,8.05
535,Lagoa,PT,2021-01-12 15:19:32,39.05,-27.9833,61.2,90,100,19.71
536,Shenjiamen,CN,2021-01-12 15:19:32,29.9576,122.298,43.84,61,0,11.07
537,Pandan Niog,PH,2021-01-12 15:19:32,6.2282,120.5631,82.31,79,100,16.37
538,Port Blair,IN,2021-01-12 15:19:33,11.6667,92.75,79.27,76,36,13.73
539,Warrington,GB,2021-01-12 15:19:33,53.3925,-2.5802,41.0,70,0,6.91
540,Cururupu,BR,2021-01-12 15:19:33,-1.8283,-44.8683,84.47,72,99,6.13
541,Wuwei,CN,2021-01-12 15:19:33,37.9281,102.6414,23.5,67,0,3.29
542,Longhua,CN,2021-01-12 15:19:33,23.6137,114.1919,40.28,56,0,1.77
543,Mana,GF,2021-01-12 15:19:34,5.6592,-53.7767,80.15,82,78,11.43
544,Dondo,MZ,2021-01-12 15:19:34,-19.6094,34.7431,86.0,83,40,9.22
545,Nioro,GM,2021-01-12 15:19:34,13.35,-15.75,95.2,11,87,9.37
546,Nanortalik,GL,2021-01-12 15:19:34,60.1432,-45.2371,32.49,90,100,7.96
547,Placido De Castro,BR,2021-01-12 15:19:34,-10.3353,-67.1856,86.7,60,49,5.55
548,Trinidad,BO,2021-01-12 15:19:35,-14.8333,-64.9,85.3,75,36,8.1
549,Etchojoa,MX,2021-01-12 15:19:35,26.9167,-109.6333,42.8,45,1,4.83
550,Aksarka,RU,2021-01-12 15:19:35,66.5606,67.7975,-8.01,88,0,6.31
551,Woodward,US,2021-01-12 15:19:35,36.4337,-99.3904,24.8,86,1,10.36
552,San Remo,IT,2021-01-12 15:19:35,43.8182,7.7612,51.8,54,0,12.66
553,Vadso,NO,2021-01-12 15:19:36,70.0744,29.7487,10.4,61,0,16.11
554,Stornoway,GB,2021-01-12 15:19:36,58.2093,-6.3865,39.99,81,40,3.44
555,Pehowa,IN,2021-01-12 15:19:36,29.9833,76.5833,50.61,49,0,5.53
556,Nazareno,MX,2021-01-12 15:19:36,25.3833,-103.4167,33.8,80,1,3.0
557,Harbour Breton,CA,2021-01-12 15:19:36,47.4833,-55.7983,30.92,90,100,9.44
