City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description
349,Puro,12.4841,123.3827,76.69,81,100,17.54,PH,overcast clouds
350,Slave Lake,55.2834,-114.769,26.6,80,100,10.36,CA,light snow
351,Moengo,5.6167,-54.4,73.49,95,63,3.24,SR,broken clouds
352,Parana,-31.732,-60.5238,72.72,91,100,5.41,AR,overcast clouds
353,Meadow Lake,34.8014,-106.5436,37.4,41,1,5.75,US,clear sky
354,Joshimath,30.5667,79.5667,43.07,27,0,6.8,IN,clear sky
355,Pangai,-19.8,-174.35,84.2,84,75,11.5,TO,broken clouds
356,Klyuchi,52.2667,79.1667,12.78,96,99,13.38,RU,overcast clouds
357,Sao Sebastiao,-23.76,-45.4097,77.65,89,100,5.91,BR,overcast clouds
358,Yunyang,33.4474,112.7142,39.0,42,0,6.89,CN,clear sky
359,Polunochnoye,60.8697,60.4153,-26.05,87,49,2.53,RU,scattered clouds
360,Saint-Georges,12.0564,-61.7485,78.8,78,20,15.01,GD,light rain
361,Aragarcas,-15.8975,-52.2508,75.63,83,100,1.03,BR,overcast clouds
362,Ahipara,-35.1667,173.1667,71.91,54,60,5.73,NZ,broken clouds
363,Ostersund,63.1792,14.6357,28.0,100,90,19.57,SE,snow
364,Pisco,-13.7,-76.2167,69.8,88,0,17.27,PE,clear sky
365,Fort Walton Beach,30.4058,-86.6188,48.2,87,90,10.36,US,overcast clouds
366,Keti Bandar,24.1447,67.4497,58.87,32,0,9.1,PK,clear sky
367,Fort Nelson,58.8053,-122.7002,23.0,93,90,6.91,CA,light rain
368,Malacacheta,-17.8422,-42.0767,67.77,97,78,4.72,BR,broken clouds
369,Baherden,38.4362,57.4316,38.08,66,0,4.99,TM,clear sky
370,Jaciara,-15.9653,-54.9683,76.71,71,0,4.72,BR,clear sky
371,Euclid,41.5931,-81.5268,30.2,74,90,8.05,US,overcast clouds
372,Kushima,31.4583,131.2333,41.0,93,75,8.05,JP,broken clouds
373,Yining,29.0361,114.5636,38.3,63,0,2.66,CN,clear sky
374,Touros,-5.1989,-35.4608,80.6,74,40,10.36,BR,scattered clouds
375,Mpika,-11.8343,31.4529,61.74,94,100,1.1,ZM,overcast clouds
376,Victoria,22.2855,114.1577,51.01,30,0,3.0,HK,clear sky
377,Moose Factory,51.2585,-80.6094,28.4,93,90,5.75,CA,overcast clouds
378,Salalah,17.0151,54.0924,69.8,26,0,16.11,OM,clear sky
379,Duekoue,6.7472,-7.3496,72.18,97,26,3.31,CI,scattered clouds
380,Bonavista,48.6499,-53.1147,26.01,93,21,2.3,CA,few clouds
381,Charters Towers,-20.1,146.2667,80.74,71,100,10.29,AU,overcast clouds
382,Novikovo,51.1537,37.8879,22.8,97,99,5.14,RU,overcast clouds
383,Phangnga,8.4509,98.5298,77.0,78,40,10.36,TH,scattered clouds
384,Grindavik,63.8424,-22.4338,26.6,86,20,9.22,IS,few clouds
385,Aleysk,52.4926,82.7822,5.11,94,100,11.36,RU,light snow
386,Sikeston,36.8767,-89.5879,28.4,86,1,1.86,US,clear sky
387,Lumeje,-11.55,20.7833,63.95,92,99,4.45,AO,overcast clouds
388,Port Hedland,-20.3167,118.5667,91.4,66,3,12.66,AU,clear sky
389,La Ronge,55.1001,-105.2842,32.0,64,99,1.14,CA,overcast clouds
390,Rio Gallegos,-51.6226,-69.2181,53.6,43,75,23.02,AR,broken clouds
391,Bani Walid,31.7566,13.9942,57.96,87,99,7.49,LY,overcast clouds
392,Lagoa,39.05,-27.9833,61.5,90,99,18.41,PT,overcast clouds
393,Bathsheba,13.2167,-59.5167,77.0,78,20,16.11,BB,few clouds
394,Beyneu,45.3167,55.2,25.92,97,100,8.08,KZ,overcast clouds
395,Roald,62.5833,6.1333,32.0,74,75,18.41,NO,light snow
396,Bahia Blanca,-38.7196,-62.2724,64.42,27,0,9.69,AR,clear sky
397,Kharp,66.8014,65.8081,-4.99,87,57,10.27,RU,broken clouds
398,Mezen,65.8522,44.24,-9.08,85,0,4.76,RU,clear sky
399,Mogadishu,2.0371,45.3438,75.11,79,0,20.38,SO,clear sky
400,Tangua,-22.7303,-42.7142,84.99,74,40,9.22,BR,scattered clouds
401,Paulo Ramos,-4.2167,-45.1833,74.53,95,100,3.62,BR,overcast clouds
402,Kendari,-3.945,122.4989,84.85,77,60,1.54,ID,light rain
403,Kalianget,-7.05,113.9333,83.23,75,100,5.39,ID,overcast clouds
404,Dehloran,32.6941,47.2679,50.86,39,0,0.83,IR,clear sky
405,Deputatskiy,69.3,139.9,-39.93,79,0,1.54,RU,clear sky
406,Nizhnevartovsk,60.9344,76.5531,-34.6,74,0,4.47,RU,clear sky
407,Davila,18.4726,120.5763,73.4,73,20,12.66,PH,few clouds
408,Krasnoturansk,54.3186,91.5639,-0.4,71,40,11.18,RU,scattered clouds
409,Sorland,67.667,12.6934,32.45,89,39,23.31,NO,scattered clouds
410,Launceston,-41.45,147.1667,75.99,40,0,16.11,AU,clear sky
411,Aranos,-24.1333,19.1167,71.44,78,100,12.53,NA,moderate rain
412,Clyde River,70.4692,-68.5914,1.4,85,90,11.5,CA,light snow
413,Chuncheng,22.1731,111.7886,46.24,51,0,6.55,CN,clear sky
414,Barbacena,-21.2258,-43.7736,73.0,85,100,8.9,BR,moderate rain
415,Manokwari,-0.8667,134.0833,82.65,73,100,3.02,ID,overcast clouds
416,Yerbogachen,61.2767,108.0108,-36.96,82,66,1.45,RU,broken clouds
417,Tehachapi,35.1322,-118.449,51.01,31,29,1.99,US,scattered clouds
418,Tommot,58.9564,126.2925,-34.29,77,52,1.54,RU,broken clouds
419,Zyryanka,65.75,150.85,-40.27,81,67,1.28,RU,broken clouds
420,Coxim,-18.5067,-54.76,82.53,53,47,3.18,BR,scattered clouds
421,Bela,25.9333,81.9833,45.3,67,0,6.71,IN,clear sky
422,Zemetchino,53.4973,42.6163,7.03,95,99,5.01,RU,overcast clouds
423,Broken Hill,-31.95,141.4333,77.0,44,0,12.66,AU,clear sky
424,Tura,25.5198,90.2201,57.7,68,0,2.06,IN,clear sky
425,Otofuke,42.9917,143.2003,6.8,72,75,1.14,JP,broken clouds
426,Creston,41.0586,-94.3614,35.6,100,1,9.22,US,clear sky
427,Opuwo,-18.0607,13.84,64.31,68,98,5.01,NA,overcast clouds
428,Yanga,18.8333,-96.8,56.52,91,100,3.2,MX,light rain
429,Pueblo Nuevo,23.3833,-105.3833,42.98,64,0,1.43,MX,clear sky
430,Pyaozerskiy,65.8333,31.1667,-4.72,92,98,6.98,RU,overcast clouds
431,Paamiut,61.994,-49.6678,27.36,98,100,14.65,GL,light snow
432,Road Town,18.4167,-64.6167,78.01,69,20,10.36,VG,few clouds
433,Coalinga,36.1397,-120.3602,57.0,62,29,3.0,US,scattered clouds
434,Gondar,12.6,37.4667,51.76,45,1,4.32,ET,clear sky
435,Guerrero Negro,27.9769,-114.0611,64.74,39,0,17.13,MX,clear sky
436,Tupancireta,-29.0806,-53.8358,74.34,85,100,13.67,BR,light rain
437,Sitka,57.0531,-135.33,41.0,81,75,12.66,US,light snow
438,Porto Novo,6.4965,2.6036,80.6,94,40,8.05,BJ,scattered clouds
439,Shizunai,42.3339,142.3669,30.2,90,100,11.86,JP,overcast clouds
440,Caceres,39.522,-6.3748,30.0,78,0,3.15,ES,clear sky
441,Boddam,57.4667,-1.7833,33.8,86,25,13.8,GB,light snow
442,Pokrovsk,48.282,37.1758,27.05,93,98,1.57,UA,overcast clouds
443,Nhulunbuy,-12.2333,136.7667,87.8,66,40,8.05,AU,scattered clouds
444,Pacific Grove,36.6177,-121.9166,55.0,82,1,4.61,US,clear sky
445,Morden,49.1919,-98.1014,24.8,86,100,8.05,CA,overcast clouds
446,Yumen,40.2833,97.2,15.06,73,0,38.07,CN,clear sky
447,Vangaindrano,-23.35,47.6,74.32,84,29,3.04,MG,scattered clouds
448,Bhinmal,25.0,72.25,54.32,38,0,10.13,IN,clear sky
449,Saurimo,-9.6608,20.3916,59.77,89,98,2.75,AO,overcast clouds
450,Dali,25.7,100.1833,33.24,91,100,4.76,CN,overcast clouds
451,Iqaluit,63.7506,-68.5145,6.8,78,90,2.3,CA,light snow
452,Tomatlan,19.9333,-105.25,66.13,70,0,1.92,MX,clear sky
453,Prince Rupert,54.3161,-130.3201,44.6,75,90,12.66,CA,light rain
454,Morehead,37.2711,-87.1764,28.0,74,90,6.91,US,overcast clouds
455,Sorong,-0.8833,131.25,78.3,86,100,5.53,ID,overcast clouds
456,San Juan Bautista,-14.0108,-75.7358,69.8,88,0,17.27,PE,clear sky
457,Morondava,-20.2833,44.2833,80.98,82,79,5.41,MG,broken clouds
458,Kieta,-6.2167,155.6333,79.47,80,100,2.62,PG,light rain
459,Lujan,-34.5703,-59.105,70.0,62,100,5.99,AR,overcast clouds
460,Faanui,-16.4833,-151.75,81.68,75,84,21.5,PF,light rain
461,Palauig,15.435,119.9045,78.22,65,0,8.75,PH,clear sky
462,Igra,57.5558,53.0547,-12.62,88,100,8.3,RU,overcast clouds
463,Forestville,38.8451,-76.875,39.2,86,1,3.44,US,clear sky
464,Askino,56.0901,56.5783,-5.85,89,99,11.77,RU,overcast clouds
465,Emerald,-23.5333,148.1667,82.99,57,78,10.36,AU,broken clouds
466,Luangwa,-15.6167,30.4167,71.91,92,63,0.81,ZM,broken clouds
467,Lethem,3.3803,-59.7968,78.17,73,47,11.7,GY,scattered clouds
468,Koslan,63.4564,48.8989,-13.34,86,47,4.27,RU,scattered clouds
469,Solton,52.8429,86.4787,3.24,93,100,6.89,RU,light snow
470,Shingu,33.7333,135.9833,39.2,93,75,4.61,JP,broken clouds
471,Gizo,-8.103,156.8419,83.37,74,100,10.07,SB,light rain
472,Aripuana,-9.1667,-60.6333,75.27,88,100,1.07,BR,overcast clouds
473,Silchar,24.8167,92.8,58.78,78,83,3.78,IN,broken clouds
474,Gadwal,16.2333,77.8,67.98,69,100,2.3,IN,overcast clouds
475,Geraldton,-28.7667,114.6,78.8,61,100,17.27,AU,overcast clouds
476,Omboue,-1.5746,9.2618,77.86,87,100,4.97,GA,light rain
477,Hanzhong,33.0728,107.0303,32.4,74,0,1.14,CN,clear sky
478,Guisa,20.255,-76.5386,77.0,83,75,10.36,CU,broken clouds
479,Los Alamos,35.8881,-106.307,32.0,43,1,3.44,US,clear sky
480,Faya,18.3851,42.4509,42.8,87,40,13.02,SA,scattered clouds
481,Kenai,60.5544,-151.2583,32.0,74,20,9.22,US,few clouds
482,Popondetta,-8.7537,148.2534,90.5,56,100,3.44,PG,overcast clouds
483,Goure,13.9835,10.2704,65.16,25,0,9.04,NE,clear sky
484,Moroni,-11.7022,43.2551,80.55,78,93,13.69,KM,overcast clouds
485,Kanniyakumari,8.0833,77.5667,77.27,72,97,16.4,IN,light rain
486,Kochki,54.3358,80.4806,-12.78,88,100,13.2,RU,overcast clouds
487,Porto Santo,33.072,-16.3415,57.2,62,40,6.91,PT,scattered clouds
488,Palmer,42.1584,-72.3287,27.0,80,90,3.09,US,overcast clouds
489,Houma,29.5958,-90.7195,42.01,87,90,9.22,US,overcast clouds
490,Floro,61.5996,5.0328,28.4,100,90,8.05,NO,light snow
491,Longyan,25.1072,117.0225,40.12,57,84,4.94,CN,broken clouds
492,Nalut,30.3333,10.85,53.26,39,100,6.91,LY,overcast clouds
493,Saucillo,28.0167,-105.2833,48.33,48,4,8.81,MX,clear sky
494,Voznesenye,61.0106,35.4781,-2.83,93,93,11.27,RU,overcast clouds
495,Andrews,32.3187,-102.5457,30.2,80,1,2.73,US,clear sky
496,Ancud,-41.8697,-73.8203,53.01,66,0,4.61,CL,clear sky
497,Shimoda,34.6667,138.95,46.4,76,75,9.22,JP,light rain
498,Innisfail,-17.5333,146.0333,79.93,91,100,5.88,AU,overcast clouds
499,Zhigansk,66.7697,123.3711,-43.4,79,83,10.18,RU,broken clouds
500,Pilar,-9.5972,-35.9567,75.2,88,20,4.61,BR,few clouds
501,Abalak,58.1286,68.5944,-20.0,86,94,7.96,RU,overcast clouds
502,Yeniseysk,58.4497,92.1703,-23.57,85,100,4.29,RU,overcast clouds
503,Quepos,9.4236,-84.1652,71.6,73,75,11.5,CR,broken clouds
504,Nyurba,63.2842,118.3319,-43.13,80,94,0.96,RU,overcast clouds
505,Komsomolskiy,40.4272,71.7189,26.6,54,0,6.91,UZ,clear sky
506,Wuwei,37.9281,102.6414,28.99,41,0,4.83,CN,clear sky
507,Ulety,51.3572,112.4849,-2.78,88,99,4.9,RU,overcast clouds
508,Roma,43.2128,-75.4557,27.0,86,1,4.61,US,clear sky
509,Kampong Cham,11.9934,105.4635,69.89,59,98,19.1,KH,overcast clouds
510,Presidencia Roque Saenz Pena,-26.7852,-60.4388,90.68,41,87,7.45,AR,overcast clouds
511,Iwanai,42.9744,140.5089,23.13,92,100,6.4,JP,overcast clouds
512,Gobabis,-22.45,18.9667,69.19,78,54,9.08,NA,light rain
513,Yima,34.7381,111.8839,37.0,99,0,7.9,CN,clear sky
514,Remanso,-9.6179,-42.0831,77.52,70,1,6.13,BR,clear sky
515,Muros,42.7762,-9.0603,39.99,80,0,5.01,ES,clear sky
516,Mount Gambier,-37.8333,140.7667,66.2,48,40,13.8,AU,scattered clouds
517,Ankazoabo,-22.2833,44.5167,74.95,77,0,3.18,MG,clear sky
518,La Palma,33.8464,-118.0467,66.99,30,20,4.61,US,few clouds
519,Monaco-Ville,43.731,7.4248,39.2,70,0,10.36,FR,clear sky
520,Kirakira,-10.4544,161.9205,85.46,68,98,1.43,SB,light rain
521,Fayetteville,35.0527,-78.8784,44.01,81,90,3.44,US,overcast clouds
522,Dudinka,69.4058,86.1778,-11.94,90,77,6.76,RU,broken clouds
523,College,64.8569,-147.8028,18.0,86,75,1.52,US,broken clouds
524,Boa Vista,2.8197,-60.6733,80.6,74,0,6.91,BR,clear sky
525,Faridpur,23.6,89.8333,64.4,94,75,4.61,BD,fog
526,Hervey Bay,-25.2986,152.8535,80.01,71,33,8.99,AU,scattered clouds
527,Roebourne,-20.7833,117.1333,97.32,35,0,12.01,AU,light rain
528,Egvekinot,66.3167,-179.1667,-17.3,83,60,14.94,RU,broken clouds
529,Boyolangu,-8.1181,111.8935,82.18,74,100,1.77,ID,overcast clouds
530,Sarangani,5.4033,125.4636,77.68,90,100,8.28,PH,moderate rain
531,Solnechnyy,50.7214,136.6319,-6.29,82,44,1.21,RU,scattered clouds
532,Batagay-Alyta,67.8006,130.4114,-39.05,79,44,2.1,RU,scattered clouds
533,Morant Bay,17.8815,-76.4093,82.4,74,20,4.61,JM,few clouds
534,Novotroitskaya,45.3267,41.5253,26.6,100,90,6.71,RU,light snow
535,Mattru,7.6244,-11.8332,75.25,92,89,1.59,SL,overcast clouds
536,Hofn,64.2539,-15.2082,29.98,86,0,6.04,IS,clear sky
537,Yar-Sale,66.8333,70.8333,-2.11,90,100,11.21,RU,overcast clouds
538,Olinda,-8.0089,-34.8553,78.8,69,40,5.75,BR,scattered clouds
539,Turukhansk,65.8167,87.9833,-5.93,91,100,5.1,RU,overcast clouds
540,Avera,33.194,-82.5271,44.6,96,90,10.36,US,light intensity drizzle
541,Morros,-9.4467,-46.3003,72.91,87,45,3.2,BR,light rain
542,Kolosovka,56.4678,73.611,-20.06,86,100,12.19,RU,overcast clouds
543,Maceio,-9.6658,-35.7353,75.2,88,20,4.61,BR,few clouds
544,Farafangana,-22.8167,47.8333,75.07,88,21,4.59,MG,few clouds
545,Eregli,37.5133,34.0467,51.57,66,100,2.21,TR,overcast clouds
546,Souillac,-20.5167,57.5167,78.8,94,40,13.8,MU,moderate rain
547,Nago,26.5881,127.9761,53.6,82,90,16.11,JP,overcast clouds
548,Codrington,-38.2667,141.9667,60.73,65,98,10.76,AU,overcast clouds
549,Yabelo,4.8833,38.0833,58.41,55,55,9.42,ET,broken clouds
550,Iquique,-20.2208,-70.1431,69.8,64,0,10.36,CL,clear sky
551,Presque Isle,46.6811,-68.0159,25.0,80,90,4.32,US,light snow
552,Raudeberg,61.9875,5.1352,30.99,94,100,10.0,NO,snow
553,Bozeman,45.6796,-111.0386,33.01,79,1,8.05,US,clear sky
554,Belyy Yar,53.6039,91.3903,-0.4,71,40,11.18,RU,scattered clouds
555,Bontang,0.1333,117.5,80.69,78,100,9.33,ID,light rain
556,Ennis,52.8436,-8.9864,48.99,100,90,18.41,IE,overcast clouds
557,Senneterre,48.3835,-77.2328,26.6,100,90,4.61,CA,light snow
558,Naruja,41.9069,41.9542,55.4,88,75,12.66,GE,light rain
559,Kemijarvi,66.7131,27.4306,5.59,93,100,8.63,FI,overcast clouds
560,Flinders,-34.5833,150.8552,84.0,62,100,3.0,AU,overcast clouds
561,Nuuk,64.1835,-51.7216,23.0,100,90,8.05,GL,overcast clouds
562,Cap-Chat,49.1001,-66.6821,24.8,74,100,8.05,CA,overcast clouds
563,Byron Bay,-28.65,153.6167,80.6,57,6,10.36,AU,clear sky
564,Bansud,12.865,121.4564,74.37,80,100,14.72,PH,overcast clouds
565,Zabid,14.1951,43.3152,71.78,69,0,3.83,YE,clear sky
566,Havoysund,70.9963,24.6622,15.8,67,0,23.02,NO,clear sky
567,Petropavl,54.8753,69.1628,-5.8,77,90,17.9,KZ,snow
568,San Carlos De Bariloche,-41.1456,-71.3082,46.4,39,0,17.27,AR,clear sky
569,Torres,-29.3353,-49.7269,76.1,91,100,10.0,BR,overcast clouds
570,Rossland,49.0831,-117.8022,28.99,98,100,1.88,CA,overcast clouds
571,Abeche,13.8292,20.8324,67.57,23,0,16.82,TD,clear sky
572,Gweta,-20.1833,25.2333,75.85,70,100,13.15,BW,overcast clouds
573,Makakilo City,21.3469,-158.0858,82.4,61,1,9.22,US,clear sky
574,Itarema,-2.9248,-39.9167,77.81,81,28,11.7,BR,scattered clouds
